Key|Name|Region|Altitude_m|Country|Lat|Lng|Type|Notes|City_Col_Index|Col_Index|AHT|AHT_Max|AHT_Min|AR_Total|Record_Temps|Pop_Urban|GDP_Capita_City
Shaoyang|Shaoyang|North-East Asia|257|China|"27°0'47.2"" N"|"111°15'18.0"" E"|2|Humid subtropical climate|587|ZX|21.3|32.8|8.7|1344.4||7071741|1
Sharjah|Sharjah|Middle East|18|United Arab Emirates|"25°21'43.9"" N"|"55°23'28.0"" E"|2|Hot desert climate|588|ZY|34|42.2|24.2|106.9|49.2|543942|4
Sheffield|Sheffield|Europe|110|United Kingdom of Great Britain and Northern Ireland|"53°22'0.1"" N"|"1°30'0.0"" W"|2|Oceanic climate|589|ZZ|13.4|21.1|6.8|834.5||1569000|4
Shenyang|Shenyang|North-East Asia|53|China|"41°47'31.9"" N"|"123°25'58.8"" E"|2|Humid continental (hot summer, dry winter) climate|590|AA|14|29.1|-4.8|690.4|-33.1|6078000|2
Shenzhen|Shenzhen|North-East Asia|29|China|"22°31'59.9"" N"|"114°7'58.8"" E"|2|Humid subtropical (dry winter, wet summer) climate|591|AA|26.8|32.3|19.8|1935.8||12084000|3
Shihezi|Shihezi|North-East Asia|461|China|"44°17'60.0"" N"|"86°1'59.9"" E"|2|Cold semi-arid climate|592|AA|13.8|32.8|-10|206|-36.5|640000|1
Shiliguri|Shiliguri|South Asia|123|India|"26°42'58.0"" N"|"88°25'25.0"" E"|2|Tropical savanna climate|593|AA|28.4|35|23|3270||701489|1
Shiraz|Shiraz|Middle East|1500|Iran|"29°36'54.0"" N"|"52°32'17.9"" E"|2|Hot semi-arid climate|594|AA|25.6|37.8|12.1|305.6|43.2|1873000|1
Sholapur|Sholapur|South Asia|460|India|"17°40'59.9"" N"|"75°55'0.1"" E"|2|Hot semi-arid climate|595|AA|33.8|40.2|30|755.7|46|1284863|0
Sialkot|Sialkot|South Asia|256|Pakistan|"32°30'0.0"" N"|"74°31'0.1"" E"|2|Humid subtropical (dry winter, wet summer) / continental Mediterranean climate|596|AA|29.7|39.9|18.5|957.9|48.9|1074000|0
Singapore|Singapore|South-East Asia|1|Singapore|"1°17'35.0"" N"|"103°51'21.6"" E"|1|Tropical rainforest climate|597|AA|31|31.7|30|2342.5||5624000|5
Skopje|Skopje|Europe|246|Macedonia|"42°0'0.0"" N"|"21°25'59.9"" E"|2|Humid subtropical / hot summer Mediterranean climate|598|AA|18.8|31.5|4.5|484|43.2|506926|2
Sofia|Sofia|Europe|569|Bulgaria|"42°40'59.9"" N"|"23°19'0.1"" E"|2|Humid continental (mild summer, wet all year) climate|599|AA|15.9|27.5|3.4|581.8|-28.3|1195000|2
Songkhla|Songkhla|South-East Asia|164|Thailand|"7°7'60.0"" N"|"100°31'58.8"" E"|2|Tropical monsoon climate|600|AA|31.5|33.1|29.2|2066.7||75048|1
Sorocaba|Sorocaba|South America|600|Brazil|"23°28'59.9"" S"|"47°27'0.0"" W"|2|Humid subtropical climate|601|AA|27.8|30|24|1235||700692|3
Soweto|Soweto|Africa|1632|South Africa|"26°16'0.1"" S"|"27°52'0.1"" E"|2|Subtropical highland climate|602|AA|22.7|26.4|16.9|750||1271628|1
Srinagar|Srinagar|South Asia|1600|India|"34°5'31.9"" N"|"74°48'7.9"" E"|2|Humid subtropical / continental Mediterranean climate|603|AAN|19.7|30.1|7|710||1409000|1
St._John%27s,_Newfoundland_and_Labrador|St. John's, Newfoundland and Labrador|North America|15|Canada|"47°34'3"" N"|"52°42'26"" W"|2|Humid continental (mild summer, wet all year) climate|604|AAO|9|20.7|-1.1|1534.3|-23.8|106172|5
Stanley,_Falkland_Islands|Stanley, Falkland Islands|Atlantic|20|British Overseas Territory|"51°41'31.56"" S"|"57°51'32.04"" W"|3|Subpolar oceanic climate|605|AAP|9.9|14.1|5.1|543||2121|1
Stockholm|Stockholm|Europe|20|Sweden|"59°19'59.9"" N"|"18°3'0.0"" E"|1|Humid continental (mild summer, wet all year) / subpolar oceanic climate|606|AAQ|11.3|23.9|0.4|539|-32|1484000|5
Stuttgart|Stuttgart|Europe|359|Germany|"48°46'0.1"" N"|"9°10'60.0"" E"|2|Oceanic / humid continental (mild summer, wet all year) climate|607|AAR|15.6|26.8|3.7|713.7|-25.5|1379000|5
Suphan_Buri|Suphan Buri|South-East Asia|13|Thailand|"14°28'0.1"" N"|"100°7'1.2"" E"|2|Tropical savanna climate|608|AAS|33.7|37|30.8|975.4||26656|1
Surabaya|Surabaya|South-East Asia|1|Indonesia|"7°14'57.0"" S"|"112°45'3.6"" E"|2|Tropical monsoon climate|609|AAT|31.8|33.4|30.1|1751||4881000|1
Surakarta|Surakarta|South-East Asia|109|Indonesia|"7°34'60.0"" S"|"110°49'58.8"" E"|2|Tropical monsoon climate|610|AAU|29.8|31|29|2040||1318000|1
Surat|Surat|South Asia|13|India|"20°58'0.1"" N"|"72°54'0.0"" E"|2|Tropical savanna climate|611|AAV|33.5|37|30.8|1195.6|45.6|5447000|0
Surat_Thani|Surat Thani|South-East Asia|2|Thailand|"9°7'60.0"" N"|"99°19'0.1"" E"|2|Tropical savanna climate|612|AAW|32.5|35|29.9|1622||128179|1
Suva|Suva|Pacific|55|Fiji|"18°8'29"" S"|"178°26'30.84"" E"|3|Tropical monsoon climate|613|AAX|27.8|29|26|2977||175399|1
Suwon|Suwon|North-East Asia|61|South Korea|"37°17'3.1"" N"|"127°1'8.4"" E"|2|Humid continental (hot summer, wet all year) / humid continental (hot summer, dry winter) climate|614|AAY|17.2|29.8|2.1|1312.2||1170878|4
Suzhou|Suzhou|North-East Asia|4|China|"31°18'41.0"" N"|"120°37'4.8"" E"|2|Humid subtropical (dry winter, wet summer) climate|615|AAZ|20.7|32|8|931.9||5246000|3
Tabriz|Tabriz|Middle East|1351|Iran|"38°4'48.0"" N"|"46°17'30.8"" E"|2|Cold semi-arid climate|616|ABA|17.8|32.9|1.2|311.1|-25|1693000|1
Taegu|Taegu|North-East Asia|41|South Korea|"35°52'13.1"" N"|"128°35'27.6"" E"|2|Humid subtropical / humid continental (hot summer, dry winter) climate|617|ABB|19.5|31|5.5|1064.4||2492994|3
Taejon|Taejon|North-East Asia|55|South Korea|"36°21'0.0"" N"|"127°19'58.8"" E"|2|Humid subtropical (dry winter, wet summer) / humid continental (hot summer, dry winter) climate|618|ABC|18.4|29.8|4|1458.6||1535028|4
Taichung|Taichung|North-East Asia|120|Taiwan|"24°8'35.9"" N"|"120°40'51.6"" E"|2|Humid subtropical (dry winter, wet summer) climate|619|ABD|28.1|33|22|1641.9||2935000|4
Tainan|Tainan|North-East Asia|19|Taiwan|"22°59'35.9"" N"|"120°12'14.4"" E"|2|Humid subtropical (dry winter, wet summer) climate|620|ABE|28.8|32.9|22.9|1698.2||1216000|3
Taipei|Taipei|North-East Asia|10|Taiwan|"25°2'21.1"" N"|"121°31'30.0"" E"|1|Humid subtropical climate|621|ABF|26.6|34.3|19.1|2405.1||7438000|4
Taiyuan|Taiyuan|North-East Asia|794|China|"37°43'36.8"" N"|"112°28'15.6"" E"|2|Cold semi-arid climate|622|ABG|17|29.3|1.8|431.1||3212500|2
Tangier|Tangier|Africa|80|Morocco|"35°47'4.9"" N"|"5°48'46.0"" W"|2|Hot summer Mediterranean / oceanic climate|623|ABH|21.8|28.6|16.2|735.9||974000|1
Tangshan|Tangshan|North-East Asia|36|China|"37°19'57.0"" N"|"114°42'3.6"" E"|2|Humid continental (hot summer, dry winter) climate|624|ABI|17.3|30.2|0.9|610.3|-22.7|2378000|1
Tashkent|Tashkent|Russia & Central Asia|460|Uzbekistan|"41°19'0.1"" N"|"69°15'0.0"" E"|2|Hot summer Mediterranean / continental Mediterranean climate|625|ABJ|21.2|35.8|6.2|426.8|44.6|2250000|1
Taza|Taza|Africa|537|Morocco|"34°13'0.1"" N"|"4°1'0.0"" W"|2|Hot summer Mediterranean climate|626|ABK|23.3|34.9|14.4|800.7||144000|1
Tbilisi|Tbilisi|Russia & Central Asia|420|Georgia|"41°43'30.0"" N"|"44°47'26.9"" E"|2|Humid subtropical / humid continental (hot summer, wet all year) climate|627|ABL|18.5|31|5.9|517|-24.4|1125000|2
Tegucigalpa|Tegucigalpa|North America|935|Honduras|"14°5'60.0"" N"|"87°13'0.1"" W"|2|Tropical savanna climate|628|ABM|27.9|30.2|25.4|871.7||1120000|1
Tehran|Tehran|Middle East|1189|Iran|"35°40'18.8"" N"|"51°25'27.8"" E"|2|Cold semi-arid climate|629|ABN|23.2|36.8|8.3|232.8||13532000|2
Teresina|Teresina|South America|58|Brazil|"5°4'60.0"" S"|"42°49'0.1"" W"|2|Tropical savanna climate|630|ABO|33.5|36.4|31.5|1393.2||1135920|3
Thane|Thane|South Asia|11|India|"19°11'60.0"" N"|"72°58'0.1"" E"|2|Tropical monsoon climate|631|ABP|31.7|33.4|29.3|2477.5||1261517|1
The_Hague|The Hague|Europe|7|Netherlands|"52°4'59.9"" N"|"4°17'60.0"" E"|2|Oceanic climate|632|ABQ|13.5|21.5|5.9|841.2||2660000|5
Thiruvananthapuram|Thiruvananthapuram|South Asia|1|India|"8°30'25.0"" N"|"76°57'24.8"" E"|2|Tropical monsoon climate|633|ABR|31.3|33.2|29.8|1754.1||1921000|0
Tianjin|Tianjin|North-East Asia|4|China|"39°8'31.9"" N"|"117°10'37.2"" E"|2|Humid continental (hot summer, dry winter) climate|634|ABS|18.1|31|1.8|544.3||10920000|3
Tijuana|Tijuana|North America|32|Mexico|"32°31'59.9"" N"|"117°1'1.2"" W"|2|Hot semi-arid / warm summer Mediterranean climate|635|ABT|23.9|28.1|20.3|230.9|49|1968000|2
Timbuktu|Timbuktu|Africa|261|Mali|"16°46'33"" N"|"3°00'34"" W"|3|Hot desert climate|636|ABU|36.8|42.2|30|182.8|48|54453|0
Tiruchchirappalli|Tiruchchirappalli|South Asia|76|India|"10°48'18.0"" N"|"78°41'8.2"" E"|2|Tropical monsoon climate|637|ABV|34.2|38.1|29.1|862.2|43.9|1021717|1
Tokyo|Tokyo|North-East Asia|20|Japan|"35°41'6.0"" N"|"139°45'3.6"" E"|1|Humid subtropical / humid continental (hot summer, wet all year) climate|638|ABW|19.8|30.8|9.6|1528.8||37843000|5
Toluca|Toluca|North America|2667|Mexico|"19°17'17.9"" N"|"99°40'1.9"" W"|2|Subtropical highland climate|639|ABX|21.2|24|19|747.5||1878000|2
Tomsk|Tomsk|Russia & Central Asia|115|Russian Federation|"56°30'0.0"" N"|"84°58'0.1"" E"|2|Humid continental (mild summer, wet all year) / subarctic (cool summer, wet all year) climate|640|ABY|6.2|24.8|-13|568|-55|524669|3
Torino|Torino|Europe|216|Italy|"45°2'60.0"" N"|"7°40'0.0"" E"|2|Oceanic / humid subtropical climate|641|ABZ|17.1|27.9|6.6|981|-21.8|911823|4
Toronto|Toronto|North America|119|Canada|"43°40'0.1"" N"|"79°25'0.1"" W"|1|Humid continental (mild summer, wet all year) climate|642|ACA|12.9|26.6|-0.7|831.2|44.5|6456000|4
Torreon|Torreon|North America|1000|Mexico|"25°33'0.0"" N"|"103°25'58.8"" W"|2|Hot desert climate|643|ACB|29.6|35.4|22.3|205.7||1215993|3
Tórshavn|Tórshavn|Europe|24|Faroe Islands|"62°0'42"" N"|"6°46'3"" W"|3|Subpolar oceanic climate|644|ACC|8.8|13.1|5.6|1326.6||12648|5
Tripoli|Tripoli|Africa|1|Libya|"32°53'33.0"" N"|"13°10'48.0"" E"|2|Hot semi-arid / hot summer Mediterranean climate|645|ACD|25.4|32.6|17.9|333.9|48|1110000|2
Tristan_da_Cunha|Tristan da Cunha|Atlantic|50|British Overseas Territory|"37°4'0"" S"|"12°19'0"" W"|3|Oceanic / humid subtropical climate|646|ACE|17.3|21.2|14.2|1681|||2
Tucson|Tucson|North America|751|United States of America|"32°13'18.1"" N"|"110°55'33.6"" W"|2|Hot desert climate|647|ACF|28.4|38|18.3|293.36|47.2|996544|4
Tula,_Russia|Tula, Russia|Europe|171|Russian Federation|"54°12'15.8"" N"|"37°36'40.0"" E"|2|Humid continental (hot summer, dry winter) climate|648|ACG|10.1|25.2|-4|614|-36.1|501169|3
Turin|Turin|Europe|216|Italy|"45°2'60.0"" N"|"7°40'0.0"" E"|2|Oceanic / humid subtropical climate|649|ACH|17.1|27.9|6.6|981|-21.8|1521000|4
Tuxtla_Gutierrez|Tuxtla Gutierrez|North America|571|Mexico|"16°45'0.0"" N"|"93°7'0.1"" W"|2|Tropical monsoon climate|650|ACI|32.1|35.6|29.7|954.5||684156|1
Tyumen|Tyumen|Russia & Central Asia|81|Russian Federation|"57°9'7.9"" N"|"65°31'37.9"" E"|2|Humid continental (mild summer, wet all year) climate|651|ACJ|7.2|24.5|-10.7|485|-49.2|679861|3
Ufa|Ufa|Russia & Central Asia|178|Russian Federation|"54°46'30.0"" N"|"56°2'15.0"" E"|2|Humid continental (mild summer, wet all year) climate|652|ACK|9|25.9|-8.2|589|-48.5|1024000|3
Ulyanovsk|Ulyanovsk|Russia & Central Asia|220|Russian Federation|"54°19'59.9"" N"|"48°23'60.0"" E"|2|Humid continental (mild summer, wet all year) climate|653|ACL|9.8|26.2|-6.4|471|-40|613786|3
Umm_Durman|Umm Durman|Africa|178|Sudan|||2|Hot desert climate|654|ACM|37.1|41.9|30.8|156.8|53.3|2395159|1
Urfa|Urfa|Europe|550|Turkey|"37°9'4.0"" N"|"38°47'34.1"" E"|2|Hot summer Mediterranean / continental Mediterranean climate|655|ACN|24.3|38.7|10|459||526247|3
Urumqi|Urumqi|North-East Asia|867|China|"43°47'60.0"" N"|"87°34'59.9"" E"|2|Cold semi-arid climate|656|ACO|12.5|30.1|-7.4|286.2||1508225|1
Ushuaia|Ushuaia|South America|23|Argentina|"54°48'0"" S"|"68°18'0"" W"|3|Subpolar oceanic climate|657|ACP|9.9|15|4.5|528|-21|56956|3
Utsunomiya|Utsunomiya|North-East Asia|116|Japan|"36°32'60.0"" N"|"139°52'1.2"" E"|2|Humid subtropical / humid continental (hot summer, wet all year) climate|658|ACQ|19.1|30.5|8.3|1493.1||517696|5
Uttaradit|Uttaradit|South-East Asia|445|Thailand|"17°37'52.0"" N"|"100°6'3.6"" E"|2|Tropical savanna climate|659|ACR|33.7|38.2|31.1|1432|43.3|36313|1
Vadodara|Vadodara|South Asia|176|India|"22°18'0.0"" N"|"73°12'0.0"" E"|2|Tropical savanna climate|660|ACS|34.2|40.1|29.5|802.6|46.7|1963000|1
Valencia|Valencia|Europe|558|Spain|"39°28'0"" N"|"0°23'0"" W"|2|Hot summer Mediterranean / cold semi-arid climate|661|ACT|22.8|30.2|16.4|475||1561000|4
Vancouver|Vancouver|North America|72|Canada|"49°15'0.0"" N"|"123°7'58.8"" W"|2|Oceanic / warm summer Mediterranean climate|662|ACU|13.9|22.2|6.3|1189||2313000|4
Varanasi|Varanasi|South Asia|65|India|"25°19'59.9"" N"|"83°0'0.0"" E"|2|Humid subtropical (dry winter, wet summer) climate|663|ACV|32.1|40.3|23|1058.2|48|1536000|1
Verkhoyansk|Verkhoyansk|Russia & Central Asia|107|Russian Federation|"67°33'0"" N"|"133°23'0"" E"|3|Subarctic (cold winter, wet all year) climate|664|ACW|-8.4|23.5|-42.4|180|-67.8|1311|
Vijayawada|Vijayawada|South Asia|12|India|"16°31'0.1"" N"|"80°37'0.1"" E"|2|Tropical monsoon climate|665|ACX|33.8|40|29.9|921.6||1715000|1
Vilnius|Vilnius|Europe|148|Lithuania|"54°40'59.9"" N"|"25°19'0.1"" E"|2|Humid continental (mild summer, wet all year) climate|666|ACY|10.1|22.1|-3.5|653.8|-37.2|542664|3
Virginia_Beach|Virginia Beach|North America|3|United States of America|"36°51'10.1"" N"|"75°58'41.9"" W"|2|Humid subtropical climate|667|ACZ|20.1|30.8|8.9|1181.85||1463000|5
Visakhapatnam|Visakhapatnam|South Asia|24|India|"17°41'60.0"" N"|"83°17'60.0"" E"|2|Tropical savanna climate|668|ADA|32.5|36.2|28.9|945.7|45.4|1910000|0
Vladivostok|Vladivostok|Russia & Central Asia|11|Russian Federation|"43°7'59.9"" N"|"131°54'0.0"" E"|2|Humid continental (mild summer, dry winter) climate|669|ADB|9|23.2|-8.1|840|-31.4|592034|2
Volgograd|Volgograd|Russia & Central Asia|146|Russian Federation|"48°48'16.9"" N"|"44°35'8.9"" E"|2|Humid continental (hot summer, wet all year) climate|670|ADC|13.4|30.8|-3.5|347|-32.6|1021215|3
Voronezh|Voronezh|Europe|155|Russian Federation|"51°39'59.0"" N"|"39°10'12.0"" E"|2|Humid continental (mild summer, wet all year) climate|671|ADD|11.5|26.6|-3.4|584|-36.5|1014610|2
Vostok_Station|Vostok Station|Antarctica|3488|Antarctica|"78°27'50"" S"|"106°50'15"" E"|3|Ice cap climate|672|ADE|-50.5|-27|-63.9|22|-89.2||
Wahran|Wahran|Africa|111|Algeria|"35°41'28.0"" N"|"0°38'30.0"" W"|2|Hot semi-arid climate|673|ADF|23.5|31.6|16.6|326.8|45.8|1454078|1
Warsaw|Warsaw|Europe|94|Poland|"52°15'0.0"" N"|"21°0'0.0"" E"|1|Humid continental (mild summer, wet all year) climate|674|ADG|12|23.8|0.1|495|-30.7|1720000|4
Welkom|Welkom|Africa|1435|South Africa|"27°58'59.9"" S"|"26°43'59.9"" E"|2|Hot semi-arid climate|675|ADH|27.3|32|20|339.3||211011|1
Wellington|Wellington|Australia & New Zealand|20|New Zealand|"41°17'20"" S"|"174°46'38"" E"|2|Oceanic climate|676|ADI|15.7|20.3|11.1|1243.6||393000|5
Wenzhou|Wenzhou|North-East Asia|17|China|"28°1'9.1"" N"|"120°39'14.4"" E"|2|Humid subtropical climate|677|ADJ|22.2|32.2|12.2|1742.4||3169000|2
Wien|Wien|Europe|169|Austria|"48°12'0.0"" N"|"16°22'0.1"" E"|2|Oceanic / humid continental (mild summer, wet all year) climate|678|ADK|15.4|26.7|3.8|547.9||1763000|5
Winnipeg|Winnipeg|North America|231|Canada|"49°52'59.9"" N"|"97°10'0.1"" W"|2|Humid continental (mild summer, wet all year) / subarctic (cool summer, wet all year) climate|679|ADL|8.7|25.9|-11.3|521.2|47.3|730000|4
Wrangel_Island|Wrangel Island|Russia & Central Asia|200|Russian Federation|"71°14'0"" N"|"179°25'0"" W"|3|Tundra climate|680|ADM|-7.6|5.7|-20.1|135|-57.7||
Wroclaw|Wroclaw|Europe|118|Poland|"51°6'0.0"" N"|"17°1'59.9"" E"|2|Humid continental (mild summer, wet all year) climate|681|ADN|14.4|26.3|3|566|-30|1164600|3
Wuhan|Wuhan|North-East Asia|23|China|"30°34'59.9"" N"|"114°16'1.2"" E"|2|Humid subtropical climate|682|ADO|21.1|32.6|8|1268.9||7509000|2
Wuxi|Wuxi|North-East Asia|7|China|"31°34'37.9"" N"|"120°17'38.4"" E"|2|Humid subtropical (dry winter, wet summer) / humid continental (mild summer, dry winter) climate|683|ADP|20.1|31.8|7.4|843.6||3597000|3
Xiamen|Xiamen|North-East Asia|79|China|"24°28'3.0"" N"|"118°5'34.8"" E"|2|Humid subtropical climate|684|ADQ|24.6|32|16.6|1349.1||4420000|2
Xian|Xian|North-East Asia|400|China|"34°15'43.9"" N"|"108°56'16.8"" E"|2|Cold semi-arid climate|685|ADR|19.3|32.1|4.8|553.3||5977000|2
Xingtai|Xingtai|North-East Asia|71|China|"37°3'47.2"" N"|"114°29'38.4"" E"|2|Cold semi-arid climate|686|ADS|19.6|32.1|3.9|493.4|-20.2|1461809|1
Xining|Xining|North-East Asia|2275|China|"36°37'0.1"" N"|"101°46'1.2"" E"|2|Cold semi-arid climate|687|ADT|13.8|24.6|1.4|373.8||1345000|2
Xinyang|Xinyang|North-East Asia|73|China|"32°5'44.9"" N"|"114°7'12.0"" E"|2|Humid subtropical climate|688|ADU|20.2|31.6|6.8|1105.7||4942000|2
Xuchang|Xuchang|North-East Asia|73|China|"34°1'0.1"" N"|"113°49'1.2"" E"|2|Humid subtropical (dry winter, wet summer) climate|689|ADV|20.2|32|6.1|705.6||449258|2
Xuzhou|Xuzhou|North-East Asia|45|China|"34°16'0.8"" N"|"117°11'31.2"" E"|2|Humid subtropical (dry winter, wet summer) climate|690|ADW|19.7|31.4|5.2|831.6||1301000|1
Yakutsk|Yakutsk|Russia & Central Asia|99|Russian Federation|"62°02'0"" N"|"129°44'0"" E"|3|Subarctic (cold winter, wet all year) climate|691|ADX|-3.4|25.5|-35.1|238|-64.4|269601|3
Yangon|Yangon|South-East Asia|9|Myanmar|"16°46'59.9"" N"|"96°10'0.1"" E"|2|Tropical monsoon climate|692|ADY|32.3|37|29.6|2681||4800000|0
Malta|Malta|Europe|46|Malta|"35° 53' 0"" N"|"14° 30' 0"" E"|2|Hot summer Mediterranean climate|693|ADZ|23|31.8|15.6|600.2||445000|4
Yaounde|Yaounde|Africa|733|Cameroon|"3°52'0.0"" N"|"11°31'0.1"" E"|2|Tropical monsoon climate|694|AEA|28.5|31|26.5|1541.1||2440462|1
Yaroslavl|Yaroslavl|Europe|150|Russian Federation|"57°37'0.1"" N"|"39°52'0.1"" E"|2|Humid continental (hot summer, dry winter) climate|695|AEB|8|23.3|-8.2|591||599169|3
Yazd|Yazd|Middle East|1216|Iran|"31°53'49.9"" N"|"54°22'3.0"" E"|2|Hot desert climate|696|AEC|26|39.5|12.2|48.3|45.6|1074428|2
Yekaterinburg|Yekaterinburg|Russia & Central Asia|278|Russian Federation|"56°51'0.0"" N"|"60°36'0.0"" E"|2|Humid continental (mild summer, wet all year) / subarctic (cool summer, wet all year) climate|697|AED|7.6|24.4|-9.1|537|-46.7|1361000|3
Yellowknife|Yellowknife|North America|206|Canada|"62°26'32"" N"|"114°23'51"" W"|3|Subarctic (cool summer, wet all year) climate|698|AEE|0|21.3|-21.6|288.6|-51.2|19234|5
Yerevan|Yerevan|Russia & Central Asia|994|Armenia|"40°10'52.0"" N"|"44°30'49.0"" E"|2|Cold semi-arid climate|699|AEF|18.6|34|0.6|277|-27.6|1274000|2
Yichang|Yichang|North-East Asia|67|China|"30°42'51.8"" N"|"111°17'6.0"" E"|2|Humid subtropical (dry winter, wet summer) climate|700|AEG|21.3|32.3|8.6|1137.9||1039000|1
Yinchuan|Yinchuan|North-East Asia|1100|China|"38°28'5.2"" N"|"106°16'22.8"" E"|2|Cold desert climate|701|AEH|15.8|29.5|-0.8|186.3||1614000|1
Yingkou|Yingkou|North-East Asia|10|China|"40°38'3.1"" N"|"122°30'28.8"" E"|2|Humid continental (hot summer, dry winter) climate|702|AEI|14.1|28.5|-3.2|643.3||591159|1
Yogyakarta|Yogyakarta|South-East Asia|134|Indonesia|"7°47'60.0"" S"|"110°22'1.2"" E"|2|Tropical monsoon climate|703|AEJ|29.8|31|29|2184||1831000|1
Yokohama|Yokohama|North-East Asia|10|Japan|"35°27'0.0"" N"|"139°39'0.0"" E"|2|Humid subtropical climate|704|AEK|19.7|30.6|9.9|1688.8||37843000|4
Yueyang|Yueyang|North-East Asia|35|China|"29°8'26.9"" N"|"113°6'39.6"" E"|2|Humid continental (hot summer, wet all year) climate|705|AEL|20.9|32.5|8.2|1325.6||528140|1
Zagreb|Zagreb|Europe|131|Croatia|"45°47'60.0"" N"|"16°0'0.0"" E"|2|Oceanic climate|706|AEM|15.7|26.7|3.1|856.1|-27.3|1113111|3
Zahedan|Zahedan|Middle East|1391|Iran|"29°29'52.1"" N"|"60°52'22.1"" E"|2|Hot desert climate|707|AEN|26.6|37|14|82.1|-22|552706|2
Zamboanga_City|Zamboanga City|South-East Asia|16|Philippines|"6°54'37.0"" N"|"122°4'26.4"" E"|2|Tropical monsoon climate|708|AEO|32|32.6|31.4|1066.7||807129|1
Zapopan|Zapopan|North America|1571|Mexico|"20°43'0.1"" N"|"103°24'0.0"" W"|2|Subtropical highland / tropical savanna climate|709|AEP|28.5|33.5|25|984||987555|2
Zaporizhia|Zaporizhia|Europe|97|Ukraine|"47°49'0.1"" N"|"35°10'59.9"" E"|2|Humid continental (hot summer, wet all year) climate|710|AEQ|14|28.3|-0.4|498|-29.3|770672|1
Zaragoza|Zaragoza|Europe|183|Spain|"41°37'59.9"" N"|"0°52'60.0"" W"|2|Cold semi-arid climate|711|AER|21|32.4|10.5|322|43.1|666058|4
Zhangjiakou|Zhangjiakou|North-East Asia|757|China|"40°48'36.0"" N"|"114°52'44.4"" E"|2|Cold semi-arid climate|712|AES|15.1|29.4|-2.2|403.6|-24.6|1156000|1
Zhangzhou|Zhangzhou|North-East Asia|1|China|"24°30'47.9"" N"|"117°39'21.6"" E"|2|Humid subtropical climate|713|AET|25.9|33.6|18|1604.4||1410000|1
Zhanjiang|Zhanjiang|North-East Asia|7|China|"21°11'60.0"" N"|"110°22'58.8"" E"|2|Humid subtropical (dry winter, wet summer) climate|714|AEU|26.7|32.4|19.4|1735.7||1042000|2
Zhengzhou|Zhengzhou|North-East Asia|107|China|"34°41'1.0"" N"|"113°31'58.8"" E"|2|Humid subtropical (dry winter, wet summer) climate|715|AEV|20.1|31.8|5.7|632.3||4942000|1
Zhuhai|Zhuhai|North-East Asia|23|China|"22°16'36.8"" N"|"113°34'4.8"" E"|2|Humid subtropical (dry winter, wet summer) climate|716|AEW|25.6|31.6|18.2|2058.3||1547000|3
Zunyi|Zunyi|North-East Asia|994|China|"27°32'35.2"" N"|"106°49'22.8"" E"|2|Humid subtropical climate|717|AEX|19.6|30.1|7.6|1074.4||466292|2
New_York_City|New York City|North America|10|United States of America|"40°42'51.1"" N"|"74°0'23.0"" W"|1|Humid continental (hot summer, wet all year) / humid subtropical climate|718|AEY|16.6|28.9|3.5|1268.4|-26|20630000|5
Sydney|Sydney|Australia & New Zealand|1|Australia|"33°52'59.9"" S"|"151°13'1.2"" E"|1|Humid subtropical / oceanic climate|719|AEZ|21.7|25.9|16.3|1212.8|45.8|4036000|5
Lerwick|Lerwick|Europe|6|United Kingdom of Great Britain and Northern Ireland|"60° 9' 18"" N"|"1° 8' 42"" W"|2|Subpolar oceanic / oceanic climate|720|AFA|9.6|14.5|5.5|1256.9||7500|4
Nord,_Greenland|Nord, Greenland|North America|5|Denmark|"81° 36' 0"" N"|"16° 40' 0"" W"|2|Tundra climate|721|AFB|-13.5|6|-27|200|-51||
Olonkinbyen|Olonkinbyen|Europe|12|Norway|"70° 55' 19.2"" N"|"8° 42' 54"" W"|2|Subpolar oceanic / subarctic (cool summer, wet all year) climate|722|AFC|-0.6|5|-5|830|||
Marble_Bar|Marble Bar|Australia & New Zealand|178|Australia|"21° 10' 12"" S"|"119° 44' 49"" E"|2|Hot desert / hot semi-arid climate|723|AFD|35.3|41.6|26.8|361.1|49.2|194|
Cloncurry,_Queensland|Cloncurry, Queensland|Australia & New Zealand|186|Australia|"20° 42' 0"" S"|"140° 30' 0"" E"|2|Hot semi-arid / hot desert climate|724|AFE|33.1|38.5|26|554.8|46.9|2384|5
Cairns|Cairns|Australia & New Zealand|30|Australia|"16° 55' 32"" S"|"145° 46' 31"" E"|2|Tropical monsoon climate|725|AFF|29|31.4|25.7|2010.1||156169|5
Death_Valley|Death Valley|North America|-86|United States of America|"36° 14' 49"" N"|"116° 49' 1"" W"|2|Hot desert climate|726|AFG|33|46.9|18.4|59.94|56.7||
Salt_Lake_City|Salt Lake City|North America|1319|United States of America|"40° 45' 0"" N"|"111° 53' 0"" W"|2|Continental Mediterranean climate|727|AFH|17.7|33.7|3|408.9||1089000|5
Saskatoon|Saskatoon|North America|481|Canada|"52° 8' 0"" N"|"106° 41' 0"" W"|2|Humid continental (mild summer, wet all year) / subarctic (cool summer, wet all year) climate|728|AFI|8.6|25.3|-10.1|353.7|43.9|260600|4
